id,duration,protocol_type,service,src_bytes,dst_bytes,urgent,count,srv_count,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_same_src_port_rate,labeled,attack_types
146074,0,tcp,http,236,7792,0,4,11,1,4,255,1,0.25,normal,unattack
78346,0,tcp,ftp_data,615,0,0,2,2,1,43,2,0.05,0.05,normal,unattack
96267,0,tcp,http,301,3845,0,17,17,1,255,255,1,0,normal,unattack
146961,0,tcp,http,225,6655,0,12,13,1,12,255,1,0.08,normal,unattack
99100,0,tcp,http,224,295,0,4,4,1,255,255,1,0,normal,unattack
283417,0,udp,domain_u,42,42,0,4,6,1,255,255,1,0.01,normal,unattack
225870,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
154084,0,tcp,ftp_data,190,0,0,1,1,1,153,13,0.08,0.08,normal,unattack
39853,0,tcp,http,302,1047,0,1,1,1,255,255,1,0,normal,unattack
144520,0,udp,private,105,146,0,4,4,1,255,254,1,0.01,normal,unattack
285904,1,tcp,smtp,2776,331,0,1,2,1,134,180,0.66,0.01,normal,unattack
210571,0,tcp,http,196,124,0,2,3,1,255,255,1,0,normal,unattack
8685,0,tcp,http,296,3660,0,28,28,1,28,255,1,0.04,normal,unattack
93228,0,tcp,http,284,1415,0,10,67,1,107,107,1,0.01,normal,unattack
148493,0,tcp,http,261,396,0,12,12,1,255,255,1,0,normal,unattack
150434,0,udp,private,105,0,0,1,1,1,255,253,0.99,0.01,normal,unattack
233180,0,tcp,http,329,11811,0,11,13,1,43,255,1,0.02,normal,unattack
229954,0,udp,private,46,44,0,34,34,1,255,255,1,0.15,normal,unattack
284760,0,udp,private,105,105,0,1,1,1,255,254,1,0,normal,unattack
36294,0,tcp,http,259,327,0,3,17,1,173,255,1,0.01,normal,unattack
155730,0,tcp,http,205,2119,0,11,11,1,255,255,1,0,normal,unattack
283426,0,tcp,http,301,1380,0,7,7,1,255,243,0.95,0,normal,unattack
214026,0,tcp,http,337,1215,0,14,33,1,255,255,1,0,normal,unattack
227079,0,tcp,http,349,11227,0,29,30,1,121,255,1,0.01,normal,unattack
136405,0,tcp,http,154,11658,0,1,2,1,255,255,1,0,normal,unattack
97598,0,udp,domain_u,44,134,0,71,110,1,255,254,1,0,normal,unattack
99795,0,tcp,http,240,284,0,9,9,1,221,255,1,0,normal,unattack
229469,0,tcp,http,261,380,0,5,5,1,76,255,1,0.01,normal,unattack
289240,0,tcp,http,401,282,0,6,9,1,40,255,1,0.03,normal,unattack
150293,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
37797,0,tcp,http,285,524,0,1,5,1,15,255,1,0.07,normal,unattack
79065,0,tcp,http,301,311,0,7,15,1,255,255,1,0.01,normal,unattack
148810,0,tcp,http,315,903,0,17,18,1,69,255,1,0.01,normal,unattack
137755,0,tcp,http,227,1412,0,4,4,1,216,255,1,0,normal,unattack
154139,0,tcp,http,243,285,0,34,34,1,255,255,1,0,normal,unattack
151439,0,udp,other,1,0,0,68,2,0.03,255,2,0.01,1,normal,unattack
156668,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
76048,0,udp,private,105,105,0,3,3,1,255,254,1,0,normal,unattack
124204,0,tcp,http,328,4408,0,3,9,1,18,255,1,0.06,normal,unattack
36987,0,tcp,http,195,6195,0,8,8,1,8,255,1,0.12,normal,unattack
76614,0,tcp,http,218,9588,0,7,7,1,7,255,1,0.14,normal,unattack
155438,0,tcp,http,297,753,0,18,19,1,255,255,1,0.01,normal,unattack
75558,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
76729,0,tcp,http,141,30845,0,1,1,1,255,255,1,0,normal,unattack
148842,0,tcp,http,222,1929,0,28,32,1,255,255,1,0,normal,unattack
82857,0,tcp,http,354,244,0,7,8,1,208,253,1,0,normal,unattack
146199,0,tcp,http,194,9558,0,1,2,1,1,255,1,1,normal,unattack
229208,0,tcp,http,309,774,0,14,20,1,255,255,1,0,normal,unattack
287770,0,tcp,auth,10,37,0,2,1,0.5,64,1,0.02,0.02,normal,unattack
39826,0,udp,private,105,146,0,3,3,1,255,254,1,0.01,normal,unattack
39321,0,udp,domain_u,42,42,0,2,3,1,255,249,0.98,0,normal,unattack
81599,0,tcp,http,284,247,0,2,12,1,2,255,1,0.5,normal,unattack
229540,0,tcp,http,232,4383,0,13,13,1,36,255,1,0.03,normal,unattack
378,0,udp,domain_u,44,115,0,3,7,1,255,252,0.99,0,normal,unattack
210784,0,tcp,http,185,21408,0,1,1,1,103,255,1,0.01,normal,unattack
38469,0,tcp,http,211,308,0,4,5,1,255,255,1,0,normal,unattack
211897,0,tcp,http,255,735,0,4,4,1,18,255,1,0.06,normal,unattack
153732,0,tcp,smtp,0,83,0,2,1,0.5,229,103,0.45,0,normal,unattack
226851,0,tcp,http,237,5178,0,7,7,1,10,255,1,0.1,normal,unattack
211673,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
92912,0,tcp,http,348,3707,0,10,14,1,17,255,1,0.06,normal,unattack
138573,0,tcp,http,288,2201,0,3,4,1,70,255,1,0.01,normal,unattack
40533,0,udp,private,105,105,0,2,2,1,255,254,1,0,normal,unattack
101133,0,tcp,http,221,1528,0,2,2,1,255,255,1,0,normal,unattack
101035,0,tcp,http,220,627,0,11,12,1,84,255,1,0.01,normal,unattack
156208,0,udp,private,105,105,0,1,1,1,255,253,0.99,0,normal,unattack
124405,0,tcp,http,316,294,0,11,11,1,255,255,1,0,normal,unattack
133108,1,tcp,smtp,3664,340,0,1,2,1,158,184,0.75,0.01,normal,unattack
211390,0,tcp,http,265,1318,0,23,23,1,255,255,1,0,normal,unattack
145476,0,tcp,http,204,1928,0,20,21,1,120,255,1,0.01,normal,unattack
39978,0,tcp,http,365,2055,0,20,46,1,255,255,1,0,normal,unattack
94850,0,tcp,http,345,2585,0,14,14,1,255,255,1,0,normal,unattack
229838,0,udp,private,53,56,0,511,511,1,255,255,1,0.89,normal,unattack
284592,0,tcp,http,314,330,0,9,9,1,104,255,1,0.01,normal,unattack
92766,0,tcp,http,205,638,0,23,26,1,255,255,1,0,normal,unattack
90388,0,tcp,http,296,5320,0,10,10,1,255,255,1,0,normal,unattack
99336,0,tcp,http,269,327,0,2,10,1,255,255,1,0,normal,unattack
94487,0,tcp,http,217,3656,0,14,14,1,255,255,1,0,normal,unattack
227128,0,tcp,http,210,1909,0,24,26,1,255,255,1,0,normal,unattack
81990,0,tcp,http,317,370,0,22,56,1,255,255,1,0,normal,unattack
140974,0,tcp,http,312,1227,0,3,3,1,255,255,1,0,normal,unattack
310066,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
283074,0,tcp,http,345,405,0,8,8,1,255,255,1,0,normal,unattack
82547,0,tcp,http,315,3102,0,3,4,1,60,255,1,0.02,normal,unattack
136586,0,tcp,http,208,5024,0,21,21,1,47,255,1,0.02,normal,unattack
153662,0,tcp,http,217,2015,0,33,33,1,172,255,1,0.01,normal,unattack
210989,0,tcp,http,243,9036,0,5,5,1,54,101,1,0.02,normal,unattack
38958,0,tcp,http,226,320,0,2,2,1,255,255,1,0,normal,unattack
91091,0,tcp,http,278,12987,0,6,6,1,127,251,1,0.01,normal,unattack
99067,0,tcp,http,228,256,0,19,29,1,78,255,1,0.01,normal,unattack
81350,0,tcp,http,275,864,0,17,17,1,17,255,1,0.06,normal,unattack
229964,0,udp,private,47,44,0,107,107,1,255,255,1,0.6,normal,unattack
146734,0,tcp,http,297,306,0,4,5,1,255,255,1,0,normal,unattack
151710,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
155220,0,tcp,http,294,1694,0,6,12,1,255,255,1,0,normal,unattack
284846,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
41392,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
81471,0,tcp,http,332,327,0,3,14,1,255,255,1,0,normal,unattack
228533,0,tcp,http,245,1331,0,3,6,1,255,255,1,0,normal,unattack
76951,0,tcp,http,216,313,0,8,8,1,255,255,1,0,normal,unattack
213632,0,tcp,http,298,1749,0,19,20,1,255,255,1,0,normal,unattack
232146,0,tcp,http,323,12046,0,5,5,1,10,255,1,0.1,normal,unattack
93152,1,tcp,smtp,3644,564,0,1,2,1,115,136,0.52,0.01,normal,unattack
227327,0,tcp,ftp_data,9198,0,0,10,10,1,208,68,0.21,0.21,normal,unattack
226999,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
148234,0,tcp,http,192,307,0,11,14,1,255,255,1,0,normal,unattack
145810,0,tcp,http,209,20454,0,1,6,1,4,255,1,0.25,normal,unattack
145415,0,tcp,http,308,1075,0,7,10,1,255,236,0.93,0,normal,unattack
212310,0,tcp,http,316,1450,0,29,30,1,255,255,1,0,normal,unattack
132711,0,tcp,http,304,1041,0,3,7,1,111,251,1,0.01,normal,unattack
284163,0,tcp,http,308,2632,0,12,12,1,255,255,1,0,normal,unattack
101251,0,tcp,http,209,188,0,1,13,1,46,240,1,0.02,normal,unattack
145096,0,tcp,http,225,9284,0,6,6,1,255,255,1,0,normal,unattack
156691,0,tcp,http,244,621,0,12,15,1,228,255,1,0,normal,unattack
290192,0,tcp,http,242,4209,0,4,8,1,19,254,1,0.05,normal,unattack
81741,0,tcp,http,242,22004,0,13,14,1,13,255,1,0.08,normal,unattack
123894,0,tcp,http,288,9094,0,4,5,1,21,241,1,0.05,normal,unattack
226226,0,tcp,http,226,1338,0,18,18,1,65,255,1,0.02,normal,unattack
145550,0,tcp,http,328,413,0,8,9,1,59,116,1,0.02,normal,unattack
37065,0,tcp,http,316,7332,0,5,7,1,255,255,1,0,normal,unattack
81143,0,tcp,http,220,9561,0,10,11,1,255,255,1,0,normal,unattack
231869,0,tcp,smtp,1631,331,0,1,2,1,172,65,0.38,0.01,normal,unattack
38466,0,tcp,http,295,306,0,16,18,1,255,255,1,0,normal,unattack
153285,0,tcp,http,315,1292,0,26,27,1,54,255,1,0.02,normal,unattack
75880,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
156630,0,tcp,http,161,4315,0,4,4,1,33,237,1,0.03,normal,unattack
155535,0,tcp,http,317,6342,0,7,40,1,7,255,1,0.14,normal,unattack
211023,0,tcp,http,337,43133,0,4,6,1,240,255,1,0,normal,unattack
36699,0,tcp,http,221,1271,0,7,14,1,255,255,1,0,normal,unattack
125396,0,tcp,http,205,940,0,11,11,1,107,255,1,0.01,normal,unattack
214832,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
285038,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
287352,0,tcp,http,198,5989,0,13,13,1,182,255,1,0.01,normal,unattack
292078,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
148939,0,tcp,http,220,3410,0,21,25,1,255,255,1,0,normal,unattack
153556,0,tcp,http,282,8234,0,10,10,1,78,255,1,0.01,normal,unattack
98819,0,tcp,smtp,586,331,0,1,1,1,206,195,0.74,0,normal,unattack
99001,0,tcp,http,165,2631,0,8,9,1,29,255,1,0.03,normal,unattack
114156,0,tcp,http,222,5301,0,1,1,1,1,251,1,1,normal,unattack
99286,0,tcp,http,195,1554,0,15,16,1,252,255,1,0,normal,unattack
77945,0,tcp,http,233,21416,0,11,13,1,255,255,1,0,normal,unattack
37468,0,tcp,http,517,10253,0,7,7,1,255,255,1,0,normal,unattack
146957,0,tcp,http,416,3338,0,10,12,1,255,255,1,0,normal,unattack
151627,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
152648,0,tcp,ftp_data,615,0,0,2,2,1,34,40,0.18,0.18,normal,unattack
155837,0,tcp,http,213,1026,0,11,11,1,191,255,1,0.01,normal,unattack
229092,0,tcp,smtp,1954,335,0,1,1,1,21,154,1,0.05,normal,unattack
151698,0,tcp,http,305,923,0,11,24,1,89,255,1,0.01,normal,unattack
133580,0,tcp,http,318,20309,0,11,11,1,19,255,1,0.05,normal,unattack
150440,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
230974,0,tcp,http,220,2996,0,37,38,1,161,255,1,0.01,normal,unattack
39063,0,tcp,http,339,833,0,15,16,1,255,255,1,0,normal,unattack
97875,0,tcp,http,357,285,0,11,11,1,255,255,1,0,normal,unattack
226302,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
213225,0,tcp,http,328,445,0,3,5,1,255,255,1,0,normal,unattack
101,0,tcp,ftp_data,15722,0,0,1,1,1,19,47,0.63,0.63,normal,unattack
309426,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
211002,0,tcp,http,238,990,0,5,5,1,196,255,1,0.01,normal,unattack
231106,0,tcp,http,162,2003,0,1,1,1,16,255,1,0.06,normal,unattack
41605,0,udp,private,105,146,0,4,4,1,255,255,1,0.01,normal,unattack
37041,0,tcp,http,300,2716,0,1,1,1,89,255,1,0.01,normal,unattack
38136,0,tcp,http,214,36065,0,3,3,1,3,255,1,0.33,normal,unattack
144968,0,tcp,http,217,454,0,7,7,1,255,255,1,0,normal,unattack
229740,0,udp,private,55,54,0,511,511,1,255,255,1,0.96,normal,unattack
34792,0,tcp,http,309,3976,0,17,17,1,255,255,1,0,normal,unattack
101447,0,udp,domain_u,44,44,0,2,3,1,255,237,0.93,0.01,normal,unattack
231190,0,tcp,http,240,2043,0,7,41,1,255,255,1,0,normal,unattack
225863,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
213944,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
146165,0,tcp,http,245,42730,0,2,2,1,15,212,1,0.07,normal,unattack
123614,0,tcp,http,229,971,0,19,40,1,46,255,1,0.02,normal,unattack
211042,0,udp,private,105,0,0,1,1,1,255,254,1,0,normal,unattack
211303,0,tcp,http,245,1299,0,17,18,1,255,255,1,0,normal,unattack
124520,0,tcp,http,225,294,0,11,11,1,255,255,1,0,normal,unattack
123673,0,tcp,http,221,1585,0,11,17,1,255,255,1,0,normal,unattack
233543,0,tcp,http,240,9204,0,1,12,1,255,255,1,0,normal,unattack
123695,0,tcp,http,328,4732,0,5,5,1,25,255,1,0.04,normal,unattack
79329,0,tcp,http,299,1380,0,3,3,1,255,229,0.9,0,normal,unattack
211004,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
38128,0,tcp,http,305,33229,0,2,4,1,2,255,1,0.5,normal,unattack
147132,0,tcp,http,236,2383,0,14,16,1,61,255,1,0.02,normal,unattack
78344,0,tcp,http,270,11902,0,8,8,1,77,255,1,0.01,normal,unattack
136309,0,tcp,http,156,2360,0,2,20,1,27,237,1,0.04,normal,unattack
146470,0,tcp,http,288,2350,0,7,7,1,7,209,1,0.14,normal,unattack
310017,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
155659,0,tcp,http,240,2276,0,7,7,1,255,255,1,0.01,normal,unattack
212354,0,tcp,http,346,666,0,29,36,1,33,255,1,0.03,normal,unattack
139986,0,tcp,http,224,1084,0,20,20,1,20,255,1,0.05,normal,unattack
99121,0,tcp,http,218,5320,0,8,8,1,255,255,1,0,normal,unattack
98473,0,tcp,http,187,294,0,6,9,1,7,255,1,0.14,normal,unattack
94890,0,tcp,http,227,286,0,1,15,1,222,255,1,0,normal,unattack
285254,0,udp,domain_u,46,81,0,56,56,1,192,169,0.88,0.01,normal,unattack
114024,0,tcp,http,216,587,0,7,11,1,91,255,1,0.01,normal,unattack
35896,0,tcp,http,220,663,0,3,22,1,21,49,1,0.05,normal,unattack
149351,36,tcp,ftp,885,2586,0,1,1,1,201,45,0.22,0,normal,unattack
285771,0,udp,private,105,146,0,2,2,1,175,174,0.99,0.01,normal,unattack
290089,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
135398,0,udp,private,105,146,0,1,1,1,255,254,1,0.01,normal,unattack
8239,0,tcp,http,260,847,0,8,8,1,150,253,1,0.01,normal,unattack
94236,0,tcp,http,353,14008,0,19,19,1,255,255,1,0,normal,unattack
144095,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
81560,0,tcp,http,288,4234,0,2,49,1,7,247,1,0.14,normal,unattack
287660,0,tcp,http,235,3222,0,2,2,1,200,179,0.89,0,normal,unattack
212445,0,udp,private,105,0,0,1,1,1,255,253,0.99,0.01,normal,unattack
93512,0,tcp,http,319,476,0,9,9,1,255,255,1,0,normal,unattack
227714,0,tcp,http,314,274,0,7,7,1,255,255,1,0,normal,unattack
213601,0,tcp,http,292,785,0,20,20,1,202,255,1,0,normal,unattack
230029,0,udp,private,54,56,0,510,510,1,255,255,1,0.87,normal,unattack
213473,0,tcp,http,377,842,0,1,13,1,2,255,1,0.5,normal,unattack
148191,0,tcp,http,325,789,0,32,32,1,32,98,1,0.03,normal,unattack
212454,0,tcp,smtp,0,84,0,1,1,1,65,82,0.31,0.02,normal,unattack
232202,0,udp,private,105,145,0,3,3,1,255,255,1,0,normal,unattack
228810,0,tcp,smtp,0,83,0,1,1,1,17,155,0.76,0.06,normal,unattack
38610,0,udp,domain_u,45,45,0,4,6,1,255,253,0.99,0.01,normal,unattack
213377,0,tcp,http,324,267,0,5,5,1,255,248,0.97,0,normal,unattack
79447,0,tcp,http,260,4027,0,11,11,1,105,255,1,0.01,normal,unattack
94172,0,tcp,http,228,1404,0,15,15,1,255,255,1,0,normal,unattack
98595,0,udp,private,105,105,0,1,1,1,255,254,1,0,normal,unattack
149622,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
226529,0,udp,domain_u,45,139,0,17,91,1,255,255,1,0,normal,unattack
76547,0,tcp,finger,6,358,0,1,1,1,222,14,0.06,0,normal,unattack
283950,0,tcp,http,227,11077,0,2,2,1,84,255,1,0.01,normal,unattack
286451,0,tcp,http,280,2494,0,3,3,1,176,255,1,0.01,normal,unattack
211795,0,tcp,http,317,4537,0,8,8,1,224,255,1,0,normal,unattack
76265,0,tcp,http,309,2394,0,6,9,1,21,255,1,0.05,normal,unattack
40550,0,tcp,http,261,3625,0,1,1,1,255,251,0.98,0,normal,unattack
213287,0,tcp,http,297,893,0,10,10,1,255,255,1,0,normal,unattack
210947,0,tcp,http,317,263,0,14,21,1,255,255,1,0,normal,unattack
225831,0,tcp,http,255,1729,0,7,7,1,255,255,1,0,normal,unattack
143865,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
40590,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
156928,0,tcp,http,235,2123,0,1,5,1,4,255,1,0.25,normal,unattack
285050,0,udp,private,105,146,0,4,4,1,255,254,1,0.01,normal,unattack
213274,0,tcp,http,222,278,0,8,27,1,255,255,1,0,normal,unattack
291852,0,tcp,ftp_data,749,0,0,6,6,1,216,49,0.23,0.23,normal,unattack
147366,0,tcp,http,190,5957,0,27,30,1,91,255,1,0.01,normal,unattack
177818,0,tcp,http,343,167,0,10,10,1,59,255,1,0.02,normal,unattack
286659,0,tcp,http,202,1519,0,4,4,1,4,255,1,0.25,normal,unattack
156574,0,tcp,smtp,1030,329,0,1,3,1,255,157,0.62,0,normal,unattack
144848,0,udp,private,105,0,0,1,1,1,255,254,1,0,normal,unattack
151613,0,tcp,smtp,0,83,0,2,2,1,255,190,0.75,0,normal,unattack
149438,0,tcp,ftp_data,10220,0,0,3,3,1,122,9,0.07,0.07,normal,unattack
75353,0,udp,domain_u,45,85,0,189,192,1,255,255,1,0,normal,unattack
125727,0,udp,domain_u,42,42,0,5,8,1,255,255,1,0.01,normal,unattack
8073,0,udp,private,105,145,0,1,1,1,255,254,1,0.01,normal,unattack
213205,0,tcp,http,232,1134,0,2,30,1,9,165,1,0.11,normal,unattack
285790,0,udp,private,105,146,0,1,1,1,255,253,0.99,0.01,normal,unattack
288158,0,tcp,smtp,4166,402,0,1,2,1,100,168,0.65,0.01,normal,unattack
38696,0,tcp,ftp_data,687,0,0,1,1,1,181,69,0.33,0.33,normal,unattack
90476,0,tcp,http,222,741,0,16,17,1,255,255,1,0,normal,unattack
282957,0,tcp,ftp_data,61,0,0,1,1,1,165,70,0.18,0.18,normal,unattack
145485,1,tcp,smtp,2759,497,0,1,3,1,255,20,0.08,0,normal,unattack
37178,0,tcp,http,232,733,0,3,3,1,3,255,1,0.33,normal,unattack
232416,0,tcp,http,292,3879,0,12,12,1,255,255,1,0,normal,unattack
155,0,tcp,http,257,9885,0,12,12,1,103,255,1,0.01,normal,unattack
282970,0,tcp,http,206,6356,0,7,7,1,255,255,1,0,normal,unattack
284714,0,udp,domain_u,42,42,0,16,25,1,124,124,1,0.01,normal,unattack
132767,0,udp,private,105,146,0,1,1,1,255,254,1,0.01,normal,unattack
149510,0,udp,private,105,0,0,1,1,1,255,252,0.99,0,normal,unattack
136122,0,tcp,http,305,2698,0,4,4,1,255,251,0.98,0,normal,unattack
286312,0,udp,private,28,0,0,30,30,1,255,30,0.12,0.12,normal,unattack
36451,0,tcp,http,207,301,0,7,7,1,255,255,1,0,normal,unattack
81673,0,tcp,http,234,3422,0,1,17,1,6,255,1,0.17,normal,unattack
123577,0,tcp,http,210,36873,0,1,1,1,28,255,1,0.04,normal,unattack
143010,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
38629,0,udp,private,105,146,0,2,2,1,255,254,1,0.01,normal,unattack
147085,0,tcp,http,173,928,0,6,7,1,6,255,1,0.17,normal,unattack
212570,0,tcp,http,220,1745,0,2,2,1,67,255,1,0.01,normal,unattack
229885,0,udp,private,45,42,0,511,511,1,255,255,1,0.87,normal,unattack
152346,0,tcp,http,166,16075,0,1,8,1,11,255,1,0.09,normal,unattack
291975,0,tcp,http,316,3222,0,3,3,1,255,243,0.95,0,normal,unattack
291794,0,tcp,http,299,2507,0,4,4,1,255,242,0.95,0,normal,unattack
91459,0,tcp,http,285,8422,0,26,26,1,68,255,1,0.01,normal,unattack
148593,0,tcp,http,232,1683,0,14,14,1,56,255,1,0.02,normal,unattack
37029,0,tcp,http,231,7878,0,1,7,1,74,255,1,0.01,normal,unattack
210514,0,tcp,http,230,1687,0,9,10,1,255,255,1,0,normal,unattack
135419,0,tcp,http,146,1033,0,1,1,1,6,225,1,0.17,normal,unattack
147503,0,tcp,http,294,419,0,12,15,1,48,255,1,0.02,normal,unattack
150251,0,udp,private,105,0,0,2,1,0.5,255,252,0.99,0,normal,unattack
289466,1,tcp,smtp,1280,370,0,1,2,1,91,197,0.86,0.02,normal,unattack
93139,0,tcp,http,315,4865,0,2,2,1,15,255,1,0.07,normal,unattack
123704,0,udp,domain_u,45,45,0,2,3,1,255,253,0.99,0.01,normal,unattack
229400,0,tcp,smtp,1437,332,0,1,1,1,26,154,0.96,0.04,normal,unattack
287559,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
96150,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
233372,0,tcp,http,249,8024,0,2,13,1,5,255,1,0.2,normal,unattack
153044,0,tcp,http,314,9284,0,7,16,1,255,255,1,0,normal,unattack
288023,0,udp,private,105,147,0,2,2,1,255,254,1,0,normal,unattack
230360,0,udp,private,53,50,0,511,511,1,255,255,1,0.88,normal,unattack
153116,0,tcp,http,225,363,0,1,9,1,3,255,1,0.33,normal,unattack
90846,0,tcp,http,333,1399,0,6,6,1,38,249,1,0.03,normal,unattack
76101,0,udp,private,105,146,0,4,4,1,255,255,1,0.01,normal,unattack
154781,0,tcp,http,227,309,0,6,6,1,255,255,1,0.01,normal,unattack
211917,0,tcp,http,207,291,0,3,17,1,23,255,1,0.04,normal,unattack
38791,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
233088,0,tcp,http,162,12450,0,1,1,1,124,255,1,0.01,normal,unattack
230199,0,udp,private,53,50,0,505,505,1,255,255,1,0.85,normal,unattack
212493,0,tcp,http,190,365,0,15,15,1,255,255,1,0,normal,unattack
154209,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
89574,0,udp,domain_u,43,43,0,142,220,1,221,167,0.76,0.01,normal,unattack
504,0,tcp,http,310,1587,0,8,8,1,255,255,1,0,normal,unattack
93550,0,tcp,http,192,307,0,7,10,1,255,255,1,0,normal,unattack
232713,0,tcp,http,205,313,0,16,20,1,255,255,1,0,normal,unattack
36472,2,tcp,smtp,911,340,0,1,2,1,71,178,0.73,0.01,normal,unattack
284883,0,udp,private,105,146,0,4,4,1,255,254,1,0.01,normal,unattack
229975,0,udp,private,54,51,0,210,210,1,255,255,1,0.93,normal,unattack
287279,0,udp,private,105,147,0,1,1,1,255,254,1,0,normal,unattack
287523,0,tcp,http,227,2239,0,5,5,1,147,132,0.9,0.01,normal,unattack
135826,0,tcp,http,235,664,0,5,18,1,29,255,1,0.03,normal,unattack
284462,0,udp,private,105,146,0,1,1,1,255,253,0.99,0,normal,unattack
215096,0,tcp,http,322,3127,0,11,11,1,255,255,1,0,normal,unattack
99311,0,tcp,http,322,1587,0,10,12,1,255,255,1,0,normal,unattack
226571,0,udp,domain_u,44,44,0,104,184,1,255,255,1,0.01,normal,unattack
95291,0,tcp,http,260,560,0,8,9,1,56,255,1,0.02,normal,unattack
39382,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
101164,0,tcp,http,217,476,0,1,3,1,14,251,1,0.07,normal,unattack
148303,0,tcp,http,151,9533,0,1,8,1,110,255,1,0.01,normal,unattack
40549,0,tcp,http,235,2698,0,5,5,1,255,248,0.97,0,normal,unattack
139806,6,tcp,smtp,747,341,0,1,1,1,192,121,0.63,0.01,normal,unattack
148897,0,tcp,http,258,2007,0,38,40,1,255,255,1,0,normal,unattack
230825,0,tcp,ftp_data,615,0,0,2,2,1,84,25,0.3,0.3,normal,unattack
212833,0,tcp,http,302,258,0,4,4,1,255,240,0.94,0,normal,unattack
231099,0,tcp,http,210,2485,0,10,28,1,47,255,1,0.02,normal,unattack
210694,0,tcp,http,260,1312,0,20,20,1,255,255,1,0,normal,unattack
147775,0,tcp,http,237,2697,0,6,6,1,255,255,1,0,normal,unattack
93545,1,tcp,smtp,2529,335,0,1,2,1,118,195,0.84,0.01,normal,unattack
149335,0,tcp,http,299,14729,0,6,14,1,195,255,1,0.01,normal,unattack
287356,0,tcp,http,242,14963,0,2,2,1,2,255,1,0.5,normal,unattack
41479,0,udp,private,105,146,0,4,4,1,255,255,1,0.01,normal,unattack
284849,0,udp,private,105,146,0,1,1,1,255,254,1,0,normal,unattack
76396,0,tcp,http,304,441,0,8,16,1,255,255,1,0,normal,unattack
212124,0,tcp,smtp,1104,281,0,1,1,1,19,92,0.47,0.05,normal,unattack
93571,0,tcp,http,281,648,0,7,7,1,69,255,1,0.01,normal,unattack
143599,0,udp,domain_u,44,44,0,106,186,1,255,255,1,0.01,normal,unattack
145627,0,tcp,smtp,5538,336,0,1,1,1,231,191,0.74,0,normal,unattack
82394,293,tcp,http,326,275,0,9,9,1,255,229,0.9,0,normal,unattack
282462,0,tcp,http,302,3881,0,13,13,1,114,255,1,0.01,normal,unattack
135168,0,udp,private,105,146,0,1,1,1,255,253,0.99,0,normal,unattack
150075,0,udp,private,105,0,0,1,1,1,255,253,0.99,0,normal,unattack
136337,0,tcp,http,249,285,0,15,15,1,255,255,1,0,normal,unattack
228616,0,udp,private,105,0,0,6,6,1,255,255,1,0.01,normal,unattack
151517,0,tcp,http,244,285,0,26,32,1,255,255,1,0,normal,unattack
151233,0,tcp,http,196,4929,0,1,1,1,255,255,1,0,normal,unattack
212606,0,udp,domain_u,32,32,0,1,2,1,49,37,0.76,0.02,normal,unattack
37626,0,tcp,http,306,3761,0,4,22,1,30,255,1,0.03,normal,unattack
142383,0,udp,private,105,146,0,2,2,1,255,254,1,0,normal,unattack
94770,0,tcp,http,367,475,0,17,17,1,255,255,1,0,normal,unattack
